Timestamp,CPU Usage (%) (Normalized)
2024-12-29 18:00:22,0.00
2024-12-29 18:00:24,0.00
2024-12-29 18:00:24,0.00
2024-12-29 18:00:27,0.00
2024-12-29 18:00:27,0.43
2024-12-29 18:00:29,0.00
2024-12-29 18:00:29,0.00
2024-12-29 18:00:31,0.00
2024-12-29 18:00:32,0.00
2024-12-29 18:00:34,0.00
2024-12-29 18:00:34,0.00
2024-12-29 18:00:36,33.37
2024-12-29 18:00:36,9.37
2024-12-29 18:00:39,43.75
2024-12-29 18:00:39,9.81
2024-12-29 18:00:41,37.00
2024-12-29 18:00:41,0.00
2024-12-29 18:00:43,0.00
2024-12-29 18:00:44,0.00
2024-12-29 18:00:46,0.00
2024-12-29 18:00:46,0.43
2024-12-29 18:00:48,0.43
2024-12-29 18:00:48,0.00
2024-12-29 18:00:51,0.00
2024-12-29 18:00:51,4.46
2024-12-29 18:00:53,3.12
2024-12-29 18:00:53,2.15
2024-12-29 18:00:55,7.13
2024-12-29 18:00:56,0.00
2024-12-29 18:00:58,2.22
2024-12-29 18:00:58,0.00
2024-12-29 18:01:00,0.00
2024-12-29 18:01:00,0.00
2024-12-29 18:01:03,0.00
2024-12-29 18:01:03,0.00
2024-12-29 18:01:05,0.00
2024-12-29 18:01:05,0.43
2024-12-29 18:01:07,0.43
2024-12-29 18:01:08,0.43
2024-12-29 18:01:10,37.87
2024-12-29 18:01:10,6.02
2024-12-29 18:01:12,0.00
2024-12-29 18:01:12,0.00
2024-12-29 18:01:15,0.00
2024-12-29 18:01:15,0.00
2024-12-29 18:01:17,0.00
2024-12-29 18:01:17,0.00
2024-12-29 18:01:19,0.00
2024-12-29 18:01:20,0.00
2024-12-29 18:01:22,0.00
2024-12-29 18:01:22,5.35
2024-12-29 18:01:24,0.00
2024-12-29 18:01:24,4.02
2024-12-29 18:01:27,7.58
2024-12-29 18:01:27,0.00
2024-12-29 18:01:29,5.35
2024-12-29 18:01:29,0.00
2024-12-29 18:01:31,0.00
2024-12-29 18:01:32,0.00
2024-12-29 18:01:34,0.00
2024-12-29 18:01:34,0.00
2024-12-29 18:01:36,0.85
2024-12-29 18:01:37,0.00
2024-12-29 18:01:39,0.00
2024-12-29 18:01:39,0.00
2024-12-29 18:01:41,0.00
2024-12-29 18:01:41,0.00
2024-12-29 18:01:43,0.00
2024-12-29 18:01:44,0.00
2024-12-29 18:01:46,0.43
2024-12-29 18:01:46,0.00
2024-12-29 18:01:48,3.12
2024-12-29 18:01:49,0.00
2024-12-29 18:01:51,0.43
2024-12-29 18:01:51,0.00
2024-12-29 18:01:53,14.25
2024-12-29 18:01:53,0.00
2024-12-29 18:01:55,0.00
2024-12-29 18:01:56,0.88
2024-12-29 18:01:58,1.33
2024-12-29 18:01:58,30.25
2024-12-29 18:02:00,0.42
2024-12-29 18:02:01,4.90
2024-12-29 18:02:03,1.77
2024-12-29 18:02:03,1.77
2024-12-29 18:02:05,4.46
2024-12-29 18:02:05,0.00
2024-12-29 18:02:07,0.00
2024-12-29 18:02:08,0.00
2024-12-29 18:02:10,0.00
2024-12-29 18:02:10,19.62
2024-12-29 18:02:12,5.35
2024-12-29 18:02:13,37.87
2024-12-29 18:02:15,35.25
2024-12-29 18:02:15,3.12
2024-12-29 18:02:17,23.12
2024-12-29 18:02:17,0.00
2024-12-29 18:02:19,0.00
2024-12-29 18:02:20,2.67
2024-12-29 18:02:22,4.01
2024-12-29 18:02:22,39.25
2024-12-29 18:02:24,1.77
2024-12-29 18:02:25,0.00
2024-12-29 18:02:27,0.00
2024-12-29 18:02:27,0.00
2024-12-29 18:02:29,0.00
2024-12-29 18:02:29,0.43
2024-12-29 18:02:32,0.00
2024-12-29 18:02:32,2.67
2024-12-29 18:02:34,17.75
2024-12-29 18:02:34,4.46
2024-12-29 18:02:36,2.67
2024-12-29 18:02:37,0.00
2024-12-29 18:02:39,5.16
2024-12-29 18:02:39,12.87
2024-12-29 18:02:41,0.00
2024-12-29 18:02:41,0.00
2024-12-29 18:02:44,0.43
2024-12-29 18:02:44,0.00
2024-12-29 18:02:46,38.37
2024-12-29 18:02:46,3.12
2024-12-29 18:02:48,0.00
2024-12-29 18:02:49,0.43
2024-12-29 18:02:51,0.00
2024-12-29 18:02:51,0.00
2024-12-29 18:02:53,0.00
2024-12-29 18:02:53,0.00
2024-12-29 18:02:56,0.00
2024-12-29 18:02:56,2.22
2024-12-29 18:02:58,0.42
2024-12-29 18:02:58,0.00
2024-12-29 18:03:00,30.75
2024-12-29 18:03:01,12.05
2024-12-29 18:03:03,25.00
2024-12-29 18:03:03,0.00
2024-12-29 18:03:05,0.00
2024-12-29 18:03:05,0.00
2024-12-29 18:03:08,0.00
2024-12-29 18:03:08,4.90
2024-12-29 18:03:10,38.75
2024-12-29 18:03:10,39.62
2024-12-29 18:03:12,4.46
2024-12-29 18:03:13,0.00
2024-12-29 18:03:15,4.46
2024-12-29 18:03:15,1.33
2024-12-29 18:03:17,0.00
2024-12-29 18:03:17,0.00
2024-12-29 18:03:20,2.22
2024-12-29 18:03:20,0.00
2024-12-29 18:03:22,22.75
2024-12-29 18:03:22,0.00
2024-12-29 18:03:24,0.00
2024-12-29 18:03:25,0.00
2024-12-29 18:03:27,0.43
2024-12-29 18:03:27,34.37
2024-12-29 18:03:29,0.00
2024-12-29 18:03:29,0.00
2024-12-29 18:03:32,0.00
2024-12-29 18:03:32,0.00
2024-12-29 18:03:34,0.00
2024-12-29 18:03:34,0.00
2024-12-29 18:03:36,0.00
2024-12-29 18:03:37,3.12
2024-12-29 18:03:39,0.00
2024-12-29 18:03:39,0.00
2024-12-29 18:03:41,0.00
2024-12-29 18:03:41,0.00
2024-12-29 18:03:44,0.00
2024-12-29 18:03:44,4.90
2024-12-29 18:03:46,1.33
2024-12-29 18:03:46,5.80
2024-12-29 18:03:48,5.35
2024-12-29 18:03:49,2.22
2024-12-29 18:03:51,19.12
2024-12-29 18:03:51,0.88
2024-12-29 18:03:53,40.62
2024-12-29 18:03:53,0.00
2024-12-29 18:03:56,16.87
2024-12-29 18:03:56,0.00
2024-12-29 18:03:58,0.00
2024-12-29 18:03:58,15.62
2024-12-29 18:04:00,1.33
2024-12-29 18:04:01,0.00
2024-12-29 18:04:03,0.00
2024-12-29 18:04:03,0.00
2024-12-29 18:04:05,0.00
2024-12-29 18:04:05,0.00
2024-12-29 18:04:08,2.22
2024-12-29 18:04:08,34.75
2024-12-29 18:04:10,1.33
2024-12-29 18:04:10,0.00
2024-12-29 18:04:12,0.00
2024-12-29 18:04:13,0.00
2024-12-29 18:04:15,0.00
2024-12-29 18:04:15,0.00
2024-12-29 18:04:17,0.00
2024-12-29 18:04:18,0.43
2024-12-29 18:04:20,0.43
2024-12-29 18:04:20,4.30
2024-12-29 18:04:22,0.43
2024-12-29 18:04:22,3.01
2024-12-29 18:04:24,4.73
2024-12-29 18:04:25,0.00
2024-12-29 18:04:27,2.22
2024-12-29 18:04:27,0.00
2024-12-29 18:04:29,0.00
2024-12-29 18:04:30,0.00
2024-12-29 18:04:32,0.00
2024-12-29 18:04:32,0.00
2024-12-29 18:04:34,0.00
2024-12-29 18:04:34,0.43
2024-12-29 18:04:36,0.00
2024-12-29 18:04:37,2.67
2024-12-29 18:04:39,0.00
2024-12-29 18:04:39,0.00
2024-12-29 18:04:41,0.42
2024-12-29 18:04:42,0.00
2024-12-29 18:04:44,33.37
2024-12-29 18:04:44,0.00
2024-12-29 18:04:46,0.00
2024-12-29 18:04:46,0.00
2024-12-29 18:04:48,0.00
2024-12-29 18:04:49,0.43
2024-12-29 18:04:51,0.00
2024-12-29 18:04:51,0.00
2024-12-29 18:04:53,0.00
2024-12-29 18:04:54,4.90
2024-12-29 18:04:56,0.00
2024-12-29 18:04:56,3.32
2024-12-29 18:04:58,4.90
2024-12-29 18:04:58,0.00
2024-12-29 18:05:00,3.56
2024-12-29 18:05:01,0.00
2024-12-29 18:05:03,0.00
2024-12-29 18:05:03,0.88
2024-12-29 18:05:05,8.02
2024-12-29 18:05:06,37.50
2024-12-29 18:05:08,45.50
2024-12-29 18:05:08,1.71
2024-12-29 18:05:10,0.00
2024-12-29 18:05:10,0.00
2024-12-29 18:05:12,0.00
2024-12-29 18:05:13,0.88
2024-12-29 18:05:15,0.00
2024-12-29 18:05:15,0.00
2024-12-29 18:05:17,0.00
2024-12-29 18:05:18,0.00
2024-12-29 18:05:20,0.00
2024-12-29 18:05:20,2.22
2024-12-29 18:05:22,2.67
2024-12-29 18:05:22,0.00
2024-12-29 18:05:24,36.12
2024-12-29 18:05:25,0.00
2024-12-29 18:05:27,3.56
2024-12-29 18:05:27,0.00
2024-12-29 18:05:29,0.00
2024-12-29 18:05:30,12.87
2024-12-29 18:05:32,0.43
2024-12-29 18:05:32,3.43
2024-12-29 18:05:34,25.00
2024-12-29 18:05:34,0.00
2024-12-29 18:05:36,2.57
2024-12-29 18:05:37,1.33
2024-12-29 18:05:39,0.00
2024-12-29 18:05:39,0.00
2024-12-29 18:05:41,0.00
2024-12-29 18:05:42,0.00
2024-12-29 18:05:44,7.13
2024-12-29 18:05:44,0.00
2024-12-29 18:05:46,0.00
2024-12-29 18:05:46,6.68
2024-12-29 18:05:48,8.47
2024-12-29 18:05:49,45.50
2024-12-29 18:05:51,24.12
2024-12-29 18:05:51,21.87
2024-12-29 18:05:53,31.62
2024-12-29 18:05:54,0.00
2024-12-29 18:05:56,0.43
2024-12-29 18:05:56,0.00
2024-12-29 18:05:58,0.00
2024-12-29 18:05:58,0.88
2024-12-29 18:06:00,0.00
2024-12-29 18:06:01,0.00
2024-12-29 18:06:03,0.00
2024-12-29 18:06:03,3.56
2024-12-29 18:06:05,0.43
2024-12-29 18:06:06,4.90
2024-12-29 18:06:08,7.58
2024-12-29 18:06:08,37.87
2024-12-29 18:06:10,4.46
2024-12-29 18:06:10,2.22
2024-12-29 18:06:13,0.43
2024-12-29 18:06:13,0.00
2024-12-29 18:06:15,22.75
2024-12-29 18:06:15,0.00
2024-12-29 18:06:17,0.00
2024-12-29 18:06:18,0.00
2024-12-29 18:06:20,4.46
2024-12-29 18:06:20,38.37
2024-12-29 18:06:22,0.88
2024-12-29 18:06:22,0.00
2024-12-29 18:06:25,0.00
2024-12-29 18:06:25,0.00
2024-12-29 18:06:27,0.00
2024-12-29 18:06:27,0.00
2024-12-29 18:06:29,0.00
2024-12-29 18:06:30,0.00
2024-12-29 18:06:32,10.26
2024-12-29 18:06:32,0.00
2024-12-29 18:06:34,0.00
2024-12-29 18:06:34,5.80
2024-12-29 18:06:37,2.22
2024-12-29 18:06:37,2.22
2024-12-29 18:06:39,0.00
2024-12-29 18:06:39,4.90
2024-12-29 18:06:41,3.43
2024-12-29 18:06:42,0.00
2024-12-29 18:06:44,4.46
2024-12-29 18:06:44,19.12
2024-12-29 18:06:46,0.43
2024-12-29 18:06:46,0.00
2024-12-29 18:06:49,0.00
2024-12-29 18:06:49,0.00
2024-12-29 18:06:51,0.00
2024-12-29 18:06:51,0.00
2024-12-29 18:06:53,1.33
2024-12-29 18:06:54,0.00
2024-12-29 18:06:56,2.22
2024-12-29 18:06:56,0.00
2024-12-29 18:06:58,33.37
2024-12-29 18:06:58,0.00
2024-12-29 18:07:01,38.37
2024-12-29 18:07:01,4.90
2024-12-29 18:07:03,28.12
2024-12-29 18:07:03,5.80
2024-12-29 18:07:05,35.62
2024-12-29 18:07:06,8.47
2024-12-29 18:07:08,0.00
2024-12-29 18:07:08,0.00
2024-12-29 18:07:10,0.00
2024-12-29 18:07:10,0.00
2024-12-29 18:07:13,0.00
2024-12-29 18:07:13,5.35
2024-12-29 18:07:15,0.00
2024-12-29 18:07:15,4.90
2024-12-29 18:07:17,4.46
2024-12-29 18:07:18,2.22
2024-12-29 18:07:20,13.75
2024-12-29 18:07:20,36.12
2024-12-29 18:07:22,0.00
2024-12-29 18:07:22,0.00
2024-12-29 18:07:25,0.00
2024-12-29 18:07:25,0.00
2024-12-29 18:07:27,0.00
2024-12-29 18:07:27,0.00
2024-12-29 18:07:29,4.46
2024-12-29 18:07:30,0.88
2024-12-29 18:07:32,0.00
2024-12-29 18:07:32,0.00
2024-12-29 18:07:34,0.00
2024-12-29 18:07:34,0.00
2024-12-29 18:07:37,0.00
2024-12-29 18:07:37,0.00
2024-12-29 18:07:39,0.00
2024-12-29 18:07:39,0.00
2024-12-29 18:07:41,0.00
2024-12-29 18:07:42,2.22
2024-12-29 18:07:44,0.00
2024-12-29 18:07:44,0.00
2024-12-29 18:07:46,0.00
2024-12-29 18:07:46,0.00
2024-12-29 18:07:49,0.00
2024-12-29 18:07:49,4.90
2024-12-29 18:07:51,1.33
2024-12-29 18:07:51,30.25
2024-12-29 18:07:53,8.92
2024-12-29 18:07:54,40.12
2024-12-29 18:07:56,21.37
2024-12-29 18:07:56,25.37
2024-12-29 18:07:58,0.00
2024-12-29 18:07:58,0.00
2024-12-29 18:08:01,0.00
2024-12-29 18:08:01,0.00
2024-12-29 18:08:03,0.00
2024-12-29 18:08:03,0.00
2024-12-29 18:08:05,0.00
2024-12-29 18:08:06,0.00
2024-12-29 18:08:08,0.00
2024-12-29 18:08:08,0.43
2024-12-29 18:08:10,0.00
2024-12-29 18:08:11,21.87
2024-12-29 18:08:13,0.43
2024-12-29 18:08:13,0.00
2024-12-29 18:08:15,0.00
2024-12-29 18:08:15,0.00
2024-12-29 18:08:17,0.00
2024-12-29 18:08:18,0.00
2024-12-29 18:08:20,23.62
2024-12-29 18:08:20,2.67
2024-12-29 18:08:22,0.43
2024-12-29 18:08:23,2.67
2024-12-29 18:08:25,0.00
2024-12-29 18:08:25,4.90
2024-12-29 18:08:27,4.46
2024-12-29 18:08:27,0.00
2024-12-29 18:08:29,5.35
2024-12-29 18:08:30,0.43
2024-12-29 18:08:32,0.00
2024-12-29 18:08:32,2.67
2024-12-29 18:08:34,31.62
2024-12-29 18:08:35,7.58
2024-12-29 18:08:37,18.25
2024-12-29 18:08:37,0.00
2024-12-29 18:08:39,0.00
2024-12-29 18:08:39,9.37
2024-12-29 18:08:41,0.43
2024-12-29 18:08:42,0.00
2024-12-29 18:08:44,41.00
2024-12-29 18:08:44,38.75
2024-12-29 18:08:46,0.00
2024-12-29 18:08:47,0.00
2024-12-29 18:08:49,0.00
2024-12-29 18:08:49,0.00
2024-12-29 18:08:51,0.00
2024-12-29 18:08:51,0.00
2024-12-29 18:08:53,0.00
2024-12-29 18:08:54,0.00
2024-12-29 18:08:56,0.00
2024-12-29 18:08:56,6.25
2024-12-29 18:08:58,0.43
2024-12-29 18:08:59,4.46
2024-12-29 18:09:01,39.62
2024-12-29 18:09:01,7.32
2024-12-29 18:09:03,24.00
2024-12-29 18:09:03,0.00
2024-12-29 18:09:05,0.00
2024-12-29 18:09:06,0.00
2024-12-29 18:09:08,0.00
2024-12-29 18:09:08,25.87
2024-12-29 18:09:10,0.43
2024-12-29 18:09:11,0.00
2024-12-29 18:09:13,0.00
2024-12-29 18:09:13,0.00
2024-12-29 18:09:15,0.00
2024-12-29 18:09:15,0.00
2024-12-29 18:09:17,1.77
2024-12-29 18:09:18,0.00
2024-12-29 18:09:20,3.12
2024-12-29 18:09:20,0.00
2024-12-29 18:09:22,28.12
2024-12-29 18:09:23,17.75
2024-12-29 18:09:25,0.00
2024-12-29 18:09:25,0.00
2024-12-29 18:09:27,0.00
2024-12-29 18:09:27,0.00
2024-12-29 18:09:29,0.00
2024-12-29 18:09:30,4.46
2024-12-29 18:09:32,0.00
2024-12-29 18:09:32,5.16
2024-12-29 18:09:34,4.90
2024-12-29 18:09:35,0.00
2024-12-29 18:09:37,5.60
2024-12-29 18:09:37,0.00
2024-12-29 18:09:39,0.00
2024-12-29 18:09:39,0.00
2024-12-29 18:09:42,0.00
2024-12-29 18:09:42,0.88
2024-12-29 18:09:44,0.00
2024-12-29 18:09:44,1.33
2024-12-29 18:09:46,0.00
2024-12-29 18:09:47,0.00
2024-12-29 18:09:49,0.00
2024-12-29 18:09:49,35.62
2024-12-29 18:09:51,0.43
2024-12-29 18:09:51,0.00
2024-12-29 18:09:54,2.22
2024-12-29 18:09:54,0.00
2024-12-29 18:09:56,0.00
2024-12-29 18:09:56,0.00
2024-12-29 18:09:58,11.60
2024-12-29 18:09:59,0.00
2024-12-29 18:10:01,0.00
2024-12-29 18:10:01,0.00
2024-12-29 18:10:03,0.00
2024-12-29 18:10:03,0.00
2024-12-29 18:10:05,0.00
2024-12-29 18:10:06,3.12
2024-12-29 18:10:08,0.00
2024-12-29 18:10:08,4.90
2024-12-29 18:10:10,3.87
2024-12-29 18:10:11,1.33
2024-12-29 18:10:13,21.87
2024-12-29 18:10:13,25.37
2024-12-29 18:10:15,0.43
2024-12-29 18:10:15,0.00
2024-12-29 18:10:18,0.00
2024-12-29 18:10:18,0.43
2024-12-29 18:10:20,9.81
2024-12-29 18:10:20,36.12
2024-12-29 18:10:22,0.00
2024-12-29 18:10:23,0.00
2024-12-29 18:10:25,24.50
2024-12-29 18:10:25,0.88
2024-12-29 18:10:27,0.00
2024-12-29 18:10:27,0.00
2024-12-29 18:10:29,0.00
2024-12-29 18:10:30,1.33
2024-12-29 18:10:32,0.00
2024-12-29 18:10:32,3.56
2024-12-29 18:10:34,0.43
2024-12-29 18:10:35,0.00
2024-12-29 18:10:37,31.25
2024-12-29 18:10:37,0.00
2024-12-29 18:10:39,0.00
2024-12-29 18:10:39,0.00
2024-12-29 18:10:41,0.00
2024-12-29 18:10:42,1.33
2024-12-29 18:10:44,0.00
2024-12-29 18:10:44,4.90
2024-12-29 18:10:46,1.71
2024-12-29 18:10:47,2.22
2024-12-29 18:10:49,4.90
2024-12-29 18:10:49,0.00
2024-12-29 18:10:51,0.88
2024-12-29 18:10:51,0.00
2024-12-29 18:10:54,0.00
2024-12-29 18:10:54,0.00
2024-12-29 18:10:56,0.00
2024-12-29 18:10:56,0.43
2024-12-29 18:10:58,1.77
2024-12-29 18:10:59,0.00
2024-12-29 18:11:01,40.12
2024-12-29 18:11:01,37.87
2024-12-29 18:11:03,0.00
2024-12-29 18:11:03,0.00
2024-12-29 18:11:06,0.00
2024-12-29 18:11:06,0.00
2024-12-29 18:11:08,0.00
2024-12-29 18:11:08,0.43
2024-12-29 18:11:10,0.43
2024-12-29 18:11:11,0.00
2024-12-29 18:11:13,0.00
2024-12-29 18:11:13,0.00
2024-12-29 18:11:15,0.00
2024-12-29 18:11:15,0.00
2024-12-29 18:11:18,0.00
2024-12-29 18:11:18,6.68
2024-12-29 18:11:20,21.87
2024-12-29 18:11:20,29.37
2024-12-29 18:11:22,5.35
2024-12-29 18:11:23,0.00
2024-12-29 18:11:25,3.56
2024-12-29 18:11:25,0.00
2024-12-29 18:11:27,0.00
2024-12-29 18:11:27,0.00
2024-12-29 18:11:30,0.00
2024-12-29 18:11:30,0.00
2024-12-29 18:11:32,0.00
2024-12-29 18:11:32,0.43
2024-12-29 18:11:34,0.00
2024-12-29 18:11:35,0.00
2024-12-29 18:11:37,0.00
2024-12-29 18:11:37,0.00
2024-12-29 18:11:39,0.00
2024-12-29 18:11:39,0.00
2024-12-29 18:11:42,0.00
2024-12-29 18:11:42,0.00
2024-12-29 18:11:44,12.87
2024-12-29 18:11:44,0.00
2024-12-29 18:11:46,11.15
2024-12-29 18:11:47,0.00
2024-12-29 18:11:49,0.00
2024-12-29 18:11:49,0.00
2024-12-29 18:11:51,0.00
2024-12-29 18:11:51,12.50
2024-12-29 18:11:53,0.00
2024-12-29 18:11:54,6.68
2024-12-29 18:11:56,2.67
2024-12-29 18:11:56,1.33
2024-12-29 18:11:58,4.90
2024-12-29 18:11:59,0.00
2024-12-29 18:12:01,0.00
2024-12-29 18:12:01,0.00
2024-12-29 18:12:03,0.43
2024-12-29 18:12:03,0.00
2024-12-29 18:12:05,0.43
2024-12-29 18:12:06,0.00
2024-12-29 18:12:08,0.42
2024-12-29 18:12:08,0.00
2024-12-29 18:12:10,0.00
2024-12-29 18:12:11,0.00
2024-12-29 18:12:13,0.00
2024-12-29 18:12:13,0.00
2024-12-29 18:12:15,0.43
2024-12-29 18:12:15,2.22
2024-12-29 18:12:18,0.00
2024-12-29 18:12:18,0.00
2024-12-29 18:12:20,0.00
2024-12-29 18:12:20,0.00
2024-12-29 18:12:22,0.00
2024-12-29 18:12:23,0.00
2024-12-29 18:12:25,0.00
2024-12-29 18:12:25,0.00
2024-12-29 18:12:27,0.00
2024-12-29 18:12:27,2.22
2024-12-29 18:12:30,0.43
2024-12-29 18:12:30,4.01
2024-12-29 18:12:32,0.00
